seed_id,source_dataset,source_corpus,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final,context_document,context_requirement_id,context_marker,context_section,context_before,context_after,context_legend
S0661,PURE,2007-ertms,"If decided by a national value, the driver may release the ETCS emergency brake when the actual speed is below the permitted speed.",release the ETCS emergency brake when the actual speed is below the permitted speed,yes,,yes,,release the ETCS emergency brake when the actual speed is below the permitted speed,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.7.4c,M,Functions > Trainborne Functions > Indication displayed on the DMI > Supervision of movement authorities and speed limits,4.3.7.4b (M): The driver shall be able to release an ETCS emergency brake application when stationary.,4.3.9.1a (M): To protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.,"(M) mandatory, (O) optional"
S0662,PURE,2007-ertms,To protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.,monitor the direction of movement in relation to the permitted direction,yes,,yes,,monitor the direction of movement in relation to the permitted direction,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.9.1a,M,Functions > Trainborne Functions > Indication displayed on the DMI > Roll away and reverse movement protection,"4.3.7.4c (M): If decided by a national value, the driver may release the ETCS emergency brake when the actual speed is below the permitted speed.","4.3.9.1b (M): The trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train.","(M) mandatory, (O) optional"
S0663,PURE,2007-ertms,"The trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train.","apply the emergency brake after a distance, defined by a national value, is travelled by the train",yes,,yes,,"apply the emergency brake after a distance, defined by a national value, is travelled by the train","ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.9.1b,M,Functions > Trainborne Functions > Indication displayed on the DMI > Roll away and reverse movement protection,4.3.9.1a (M): To protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.,4.3.9.1c (M): The roll away/reverse movement intervention shall be indicated on the DMI.,"(M) mandatory, (O) optional"
S0665,PURE,2007-ertms,"When the traction unit has come to a standstill, the driver shall be able to release the emergency brake.",release the emergency brake,yes,,yes,,release the emergency brake,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.9.2,M,Functions > Trainborne Functions > Indication displayed on the DMI > Roll away and reverse movement protection,4.3.9.1c (M): The roll away/reverse movement intervention shall be indicated on the DMI.,4.3.9.3 (M): After releasing the emergency brake ETCS will provide the supervision appertaining when roll away protection was initiated,"(M) mandatory, (O) optional"
S0667,PURE,2007-ertms,When using more than one traction unit this function shall be disabled in all but the leading traction unit.,be disabled in all but the leading traction unit,yes,,yes,,be disabled in all but the leading traction unit,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.9.4,M,Functions > Trainborne Functions > Indication displayed on the DMI > Roll away and reverse movement protection,4.3.9.3 (M): After releasing the emergency brake ETCS will provide the supervision appertaining when roll away protection was initiated,"4.3.10.2 (M): All data entered, received or indicated to the driver shall be recorded onboard. All data shall be related to UTC (Universal Time Corrected) and a reference point.","(M) mandatory, (O) optional"
S0669,PURE,2007-ertms,Information shall be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven.,be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven,yes,,yes,,be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.10.3,M,Functions > Trainborne Functions > Indication displayed on the DMI > Recording the ETCS information,"4.3.10.2 (M): All data entered, received or indicated to the driver shall be recorded onboard. All data shall be related to UTC (Universal Time Corrected) and a reference point.",4.3.10.4a (M): Standardised output interfaces shall enable transmission of information recorded to other media for investigation,"(M) mandatory, (O) optional"
S0678,PURE,2007-ertms,The driver shall enter the driver ID,enter the driver ID,yes,,yes,,enter the driver ID,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.4.2.5,M,Functions > Special Operations > Using multiple traction units,4.4.2.2 (M): The train trip function 4.6.12 shall be suppressed on the tandem traction unit.,4.4.7.1 (M): It shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside,"(M) mandatory, (O) optional"
S0680,PURE,2007-ertms,The train speed shall be at or below a speed specified by a national value.,be at or below a speed specified by a national value,yes,,yes,,be at or below a speed specified by a national value,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.5.2.1,M,Functions > Functions required in the event of incidents or other (non ETCS) system failures > Passing a stop signal with restricted movement authority,4.4.7.1 (M): It shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside,4.5.2.2a (M): The driver shall select an override control according to the permission received.,"(M) mandatory, (O) optional"
S0681,PURE,2007-ertms,The driver shall select an override control according to the permission received.,select an override control according to the permission received,yes,,yes,,select an override control according to the permission received,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.5.2.2a,M,Functions > Functions required in the event of incidents or other (non ETCS) system failures > Passing a stop signal with restricted movement authority,4.5.2.1 (M): The train speed shall be at or below a speed specified by a national value.,4.5.2.2b (M): The override control shall be protected against inadvertent operation.,"(M) mandatory, (O) optional"
S0682,PURE,2007-ertms,The override control shall be protected against inadvertent operation.,be protected against inadvertent operation,yes,,yes,,be protected against inadvertent operation,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.5.2.2b,M,Functions > Functions required in the event of incidents or other (non ETCS) system failures > Passing a stop signal with restricted movement authority,4.5.2.2a (M): The driver shall select an override control according to the permission received.,"4.5.2.3 (M): When the train passes the stop signal, the train trip function shall be suppressed.","(M) mandatory, (O) optional"
S0683,PURE,2007-ertms,"When the train passes the stop signal, the train trip function shall be suppressed.",be suppressed,yes,,yes,,be suppressed,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.5.2.3,M,Functions > Functions required in the event of incidents or other (non ETCS) system failures > Passing a stop signal with restricted movement authority,4.5.2.2b (M): The override control shall be protected against inadvertent operation.,4.5.2.4 (M): Actual speed shall still be shown on the DMI.,"(M) mandatory, (O) optional"
S0685,PURE,2007-ertms,A special indication shall be shown on the DMI.,be shown on the DMI,yes,,yes,,be shown on the DMI,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.5.2.5a,M,Functions > Functions required in the event of incidents or other (non ETCS) system failures > Passing a stop signal with restricted movement authority,4.5.2.4 (M): Actual speed shall still be shown on the DMI.,4.5.2.5b (M): The supervised speed shall not be shown on the DMI.,"(M) mandatory, (O) optional"
S0691,PURE,2007-ertms,When a train has received an emergency stop ETCS shall command the emergency brake.,command the emergency brake,yes,,yes,,command the emergency brake,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.6.4.7,M,Functions > Protection Functions > Emergency stop to train(s),4.6.4.1c (M): It shall be possible to command a conditional emergency stop. If the train has already passed the location for the emergency stop the command shall be ignored,4.6.4.8 (M): The emergency stop shall be indicated to the driver on the DMI.,"(M) mandatory, (O) optional"
S0695,PURE,2007-ertms,The driver shall be able to override the function when the train is stationary.,override the function when the train is stationary,yes,,yes,,override the function when the train is stationary,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.6.4.2,M,Functions > Protection Functions > Route suitability,4.6.4.1c (M): Route unsuitability shall be indicated on the DMI.,4.6.4.3 (M): After overriding this function the movement authority shall be re-established.,"(M) mandatory, (O) optional"
S0697,PURE,2007-ertms,When a traction unit passes a stop-signal the emergency brake shall be triggered.,be triggered,yes,,yes,,be triggered,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.6.12.1,M,Functions > Protection Functions > Train trip,4.6.4.3 (M): After overriding this function the movement authority shall be re-established.,4.6.12.2 (M): Operation of the train trip shall be indicated on the DMI.,"(M) mandatory, (O) optional"
S0699,PURE,2007-ertms,The emergency brake shall be applied until the traction unit is stationary.,be applied until the traction unit is stationary,yes,,yes,,be applied until the traction unit is stationary,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.6.12.3,M,Functions > Protection Functions > Train trip,4.6.12.2 (M): Operation of the train trip shall be indicated on the DMI.,4.6.12.4 (M): When the traction unit is stationary the driver shall be required to acknowledge the train trip condition. This acknowledgement will release the emergency brake.,"(M) mandatory, (O) optional"
S0702,PURE,2007-ertms,After the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,be driven backwards for a certain distance defined by national value,yes,,yes,,be driven backwards for a certain distance defined by national value,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.6.12.5b,M,Functions > Protection Functions > Train trip,4.6.12.5a (M): After the acknowledgement the driver shall be able to continue the movement,4.7.1.1 (M): The ETCS trainborne equipment shall transmit its own train identification to the RBC.,"(M) mandatory, (O) optional"
S0707,PURE,2007-ertms,The ETCS trainborne equipment shall indicate on the DMI the information regarding pantograph and power supply.,indicate on the DMI the information regarding pantograph and power supply,yes,,yes,,indicate on the DMI the information regarding pantograph and power supply,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.8.1.5a,M,Functions > Additional Functions > Control of pantograph and power supply,4.8.1.1 (M): The ETCS on-board shall be capable of receiving information about pantograph and power supply from the trackside.,4.8.1.6 (M): The information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.,"(M) mandatory, (O) optional"
S0711,PURE,2007-ertms,"When the plain text message appears on the DMI, the driver shall be alerted.",be alerted,yes,,yes,,be alerted,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.8.8.3,M,Functions > Additional Functions > Plain text transmission,4.8.8.1 (M): It shall be possible to send plain text messages from track to train.,4.8.8.5 (M): The onboard equipment shall display plain text messages as received.,"(M) mandatory, (O) optional"
S0713,PURE,2007-ertms,The character set used shall support different languages.,support different languages,yes,,yes,,support different languages,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.8.8.6,M,Functions > Additional Functions > Plain text transmission,4.8.8.5 (M): The onboard equipment shall display plain text messages as received.,4.8.9.1 (M): It shall be possible to send fixed text messages from track to train,"(M) mandatory, (O) optional"
S0717,PURE,2007-ertms,Information shall be shown on the DMI,be shown on the DMI,yes,,yes,,be shown on the DMI,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.8.10.2,M,Functions > Additional Functions > Management of special brakes,4.8.10.1 (M): It shall be possible to send information regarding the inhibition of the following different types of brake: Regenerative brake Eddy current brake Magnetic shoe brake,4.9.5.1 (M): The ETCS on-board shall be capable of sending to the trackside train integrity information detected by a system outside ETCS,"(M) mandatory, (O) optional"
S0724,PURE,2007-ertms,The new target location shall be checked for acceptance by the on board.,be checked for acceptance by the on board,yes,,yes,,be checked for acceptance by the on board,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.9.10.3,M,Functions > Functions primarily related to RBC > Revocation of a Movement Authority,"4.9.10.2 (M): The co-operative revocation of the MA shall be possible to a new target location, proposed from RBC.",4.9.10.4 (M): If a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.,"(M) mandatory, (O) optional"
S0727,PURE,2007-ertms,Reversing shall be possible as defined by a value given with the MA,be possible as defined by a value given with the MA,yes,,yes,,be possible as defined by a value given with the MA,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.9.10.2,M,Functions > Functions primarily related to RBC > Reversing,4.9.10.1 (M): The Reversing function shall only be possible in one active cab which is not closed at any time during the procedure.,4.9.10.5 (M): The driver shall be able to use the Reversing function without needing to re-confirm the train data.,"(M) mandatory, (O) optional"
S0734,PURE,2007-ertms,"If the train is equipped with only one operational radio, passing from one RBC to another shall still be possible but might result in a performance penalty.",still be possible but might result in a performance penalty,yes,,yes,,still be possible but might result in a performance penalty,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.9.12.3,M,Functions > Functions primarily related to RBC > Handover when passing from one RBC area to another,4.9.12.2 (M): If the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one RBC to another (train spacing and train speed).,"5.1.3.1 (M): In the event of a Transmission Failure the following reactions, shall be capable of being applied in accordance with a National Value: Option 1. The ETCS trainborne equipment shall immediately command the emergency brake. The failure shall be shown on the DMI. Option 2. The ETCS trainborne equipment shall immediately command the full service brake. The failure shall be shown on the DMI. Option 3. The train may proceed unrestricted to the end of its movement authority. The indication on the DMI shall remain, and the driver shall be informed about the loss of transmission.","(M) mandatory, (O) optional"
